"STATISTIC","Statistic","TLIST(A1)","Year","C02199V02655","Sex","C03111V03761","Type of Driving Licence","C03424V04122","Licensing Authority","UNIT","VALUE"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","19","Galway","Number","5718"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","20","Leitrim","Number","745"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","21","Mayo","Number","3006"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","22","Roscommon","Number","1465"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","23","Sligo","Number","1321"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","24","Cavan","Number","2003"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","25","Donegal","Number","3183"
"ROA25","Current Driving Licences","2014","2014","2","Female","01","Learner permit","26","Monaghan","Number","1348"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","-","All licensing authorities","Number","1150279"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","01","Carlow","Number","15116"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","02","Dublin","Number","280029"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","03","Kildare","Number","53795"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","04","Kilkenny","Number","25183"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","05","Laois","Number","18371"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","06","Longford","Number","9488"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","07","Louth","Number","28726"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","08","Meath","Number","48231"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","09","Offaly","Number","18852"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","10","Westmeath","Number","22060"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","11","Wexford","Number","40474"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","12","Wicklow","Number","36830"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","13","Clare","Number","33777"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","14","Cork","Number","136216"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","15","Kerry","Number","39322"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","16","Limerick","Number","49474"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","17","Tipperary","Number","42156"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","18","Waterford","Number","29609"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","19","Galway","Number","67421"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","20","Leitrim","Number","8652"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","21","Mayo","Number","35238"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","22","Roscommon","Number","17262"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","23","Sligo","Number","19356"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","24","Cavan","Number","17986"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","25","Donegal","Number","41152"
"ROA25","Current Driving Licences","2014","2014","2","Female","05","Full","26","Monaghan","Number","15503"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","-","All licensing authorities","Number","240442"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","01","Carlow","Number","3530"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","02","Dublin","Number","68976"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","03","Kildare","Number","12063"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","04","Kilkenny","Number","5323"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","05","Laois","Number","4396"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","06","Longford","Number","2127"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","07","Louth","Number","6323"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","08","Meath","Number","9597"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","09","Offaly","Number","4199"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","10","Westmeath","Number","4763"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","11","Wexford","Number","8375"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","12","Wicklow","Number","7875"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","13","Clare","Number","5651"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","14","Cork","Number","26900"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","15","Kerry","Number","7119"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","16","Limerick","Number","9164"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","17","Tipperary","Number","9066"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","18","Waterford","Number","5974"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","19","Galway","Number","11561"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","20","Leitrim","Number","1541"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","21","Mayo","Number","6310"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","22","Roscommon","Number","2959"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","23","Sligo","Number","2738"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","24","Cavan","Number","4154"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","25","Donegal","Number","6946"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","01","Learner permit","26","Monaghan","Number","2812"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","-","All licensing authorities","Number","2523627"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","01","Carlow","Number","33744"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","02","Dublin","Number","616734"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","03","Kildare","Number","116848"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","04","Kilkenny","Number","53397"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","05","Laois","Number","41113"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","06","Longford","Number","21940"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","07","Louth","Number","64287"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","08","Meath","Number","104528"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","09","Offaly","Number","42745"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","10","Westmeath","Number","48994"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","11","Wexford","Number","85474"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","12","Wicklow","Number","79563"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","13","Clare","Number","71407"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","14","Cork","Number","299348"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","15","Kerry","Number","87393"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","16","Limerick","Number","107983"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","17","Tipperary","Number","93415"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","18","Waterford","Number","65122"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","19","Galway","Number","144739"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","20","Leitrim","Number","19491"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","21","Mayo","Number","78159"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","22","Roscommon","Number","38756"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","23","Sligo","Number","39111"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","24","Cavan","Number","41376"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","25","Donegal","Number","91267"
"ROA25","Current Driving Licences","2015","2015","-","Both sexes","05","Full","26","Monaghan","Number","36693"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","-","All licensing authorities","Number","119675"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","01","Carlow","Number","1811"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","02","Dublin","Number","32961"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","03","Kildare","Number","5841"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","04","Kilkenny","Number","2709"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","05","Laois","Number","2155"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","06","Longford","Number","1065"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","07","Louth","Number","2961"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","08","Meath","Number","4623"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","09","Offaly","Number","2143"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","10","Westmeath","Number","2320"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","11","Wexford","Number","4280"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","12","Wicklow","Number","3893"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","13","Clare","Number","2891"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","14","Cork","Number","13856"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","15","Kerry","Number","3615"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","16","Limerick","Number","4680"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","17","Tipperary","Number","4606"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","18","Waterford","Number","3031"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","19","Galway","Number","5873"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","20","Leitrim","Number","790"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","21","Mayo","Number","3306"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","22","Roscommon","Number","1518"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","23","Sligo","Number","1466"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","24","Cavan","Number","2096"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","25","Donegal","Number","3682"
"ROA25","Current Driving Licences","2015","2015","1","Male","01","Learner permit","26","Monaghan","Number","1503"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","-","All licensing authorities","Number","1337991"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","01","Carlow","Number","18230"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","02","Dublin","Number","330506"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","03","Kildare","Number","61911"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","04","Kilkenny","Number","27863"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","05","Laois","Number","22132"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","06","Longford","Number","12205"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","07","Louth","Number","34736"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","08","Meath","Number","54911"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","09","Offaly","Number","23435"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","10","Westmeath","Number","26393"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","11","Wexford","Number","44279"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","12","Wicklow","Number","41770"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","13","Clare","Number","36973"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","14","Cork","Number","160065"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","15","Kerry","Number","47277"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","16","Limerick","Number","57650"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","17","Tipperary","Number","50184"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","18","Waterford","Number","34769"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","19","Galway","Number","76056"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","20","Leitrim","Number","10639"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","21","Mayo","Number","42120"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","22","Roscommon","Number","21107"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","23","Sligo","Number","19629"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","24","Cavan","Number","22841"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","25","Donegal","Number","49526"
"ROA25","Current Driving Licences","2015","2015","1","Male","05","Full","26","Monaghan","Number","20784"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","-","All licensing authorities","Number","120767"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","01","Carlow","Number","1719"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","02","Dublin","Number","36015"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","03","Kildare","Number","6222"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","04","Kilkenny","Number","2614"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","05","Laois","Number","2241"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","06","Longford","Number","1062"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","07","Louth","Number","3362"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","08","Meath","Number","4974"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","09","Offaly","Number","2056"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","10","Westmeath","Number","2443"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","11","Wexford","Number","4095"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","12","Wicklow","Number","3982"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","13","Clare","Number","2760"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","14","Cork","Number","13044"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","15","Kerry","Number","3504"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","16","Limerick","Number","4484"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","17","Tipperary","Number","4460"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","18","Waterford","Number","2943"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","19","Galway","Number","5688"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","20","Leitrim","Number","751"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","21","Mayo","Number","3004"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","22","Roscommon","Number","1441"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","23","Sligo","Number","1272"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","24","Cavan","Number","2058"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","25","Donegal","Number","3264"
"ROA25","Current Driving Licences","2015","2015","2","Female","01","Learner permit","26","Monaghan","Number","1309"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","-","All licensing authorities","Number","1175636"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","01","Carlow","Number","15514"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","02","Dublin","Number","286228"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","03","Kildare","Number","54937"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","04","Kilkenny","Number","25534"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","05","Laois","Number","18981"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","06","Longford","Number","9735"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","07","Louth","Number","29551"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","08","Meath","Number","49617"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","09","Offaly","Number","19310"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","10","Westmeath","Number","22601"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","11","Wexford","Number","41195"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","12","Wicklow","Number","37793"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","13","Clare","Number","34434"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","14","Cork","Number","139283"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","15","Kerry","Number","40116"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","16","Limerick","Number","50333"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","17","Tipperary","Number","43231"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","18","Waterford","Number","30353"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","19","Galway","Number","68683"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","20","Leitrim","Number","8852"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","21","Mayo","Number","36039"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","22","Roscommon","Number","17649"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","23","Sligo","Number","19482"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","24","Cavan","Number","18535"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","25","Donegal","Number","41741"
"ROA25","Current Driving Licences","2015","2015","2","Female","05","Full","26","Monaghan","Number","15909"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","-","All licensing authorities","Number","249657"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","01","Carlow","Number","3704"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","02","Dublin","Number","71083"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","03","Kildare","Number","12531"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","04","Kilkenny","Number","5559"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","05","Laois","Number","4604"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","06","Longford","Number","2274"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","07","Louth","Number","6754"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","08","Meath","Number","10074"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","09","Offaly","Number","4302"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","10","Westmeath","Number","5087"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","11","Wexford","Number","8762"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","12","Wicklow","Number","8020"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","13","Clare","Number","5819"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","14","Cork","Number","27805"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","15","Kerry","Number","7271"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","16","Limerick","Number","9502"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","17","Tipperary","Number","9436"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","18","Waterford","Number","6347"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","19","Galway","Number","12204"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","20","Leitrim","Number","1587"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","21","Mayo","Number","6473"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","22","Roscommon","Number","3041"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","23","Sligo","Number","2899"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","24","Cavan","Number","4313"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","25","Donegal","Number","7281"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","01","Learner permit","26","Monaghan","Number","2925"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","-","All licensing authorities","Number","2570871"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","01","Carlow","Number","34473"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","02","Dublin","Number","630156"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","03","Kildare","Number","119353"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","04","Kilkenny","Number","54370"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","05","Laois","Number","42045"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","06","Longford","Number","22396"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","07","Louth","Number","65862"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","08","Meath","Number","107485"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","09","Offaly","Number","43595"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","10","Westmeath","Number","50074"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","11","Wexford","Number","87072"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","12","Wicklow","Number","81260"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","13","Clare","Number","72626"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","14","Cork","Number","304499"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","15","Kerry","Number","88716"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","16","Limerick","Number","109824"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","17","Tipperary","Number","95002"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","18","Waterford","Number","66314"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","19","Galway","Number","146267"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","20","Leitrim","Number","19831"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","21","Mayo","Number","79507"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","22","Roscommon","Number","39285"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","23","Sligo","Number","39517"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","24","Cavan","Number","42313"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","25","Donegal","Number","91760"
"ROA25","Current Driving Licences","2016","2016","-","Both sexes","05","Full","26","Monaghan","Number","37269"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","-","All licensing authorities","Number","124570"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","01","Carlow","Number","1877"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","02","Dublin","Number","34362"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","03","Kildare","Number","6001"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","04","Kilkenny","Number","2867"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","05","Laois","Number","2285"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","06","Longford","Number","1128"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","07","Louth","Number","3168"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","08","Meath","Number","4910"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","09","Offaly","Number","2157"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","10","Westmeath","Number","2506"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","11","Wexford","Number","4396"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","12","Wicklow","Number","3960"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","13","Clare","Number","3053"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","14","Cork","Number","14295"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","15","Kerry","Number","3696"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","16","Limerick","Number","4863"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","17","Tipperary","Number","4848"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","18","Waterford","Number","3184"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","19","Galway","Number","6201"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","20","Leitrim","Number","813"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","21","Mayo","Number","3337"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","22","Roscommon","Number","1601"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","23","Sligo","Number","1486"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","24","Cavan","Number","2172"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","25","Donegal","Number","3849"
"ROA25","Current Driving Licences","2016","2016","1","Male","01","Learner permit","26","Monaghan","Number","1555"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","-","All licensing authorities","Number","1370954"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","01","Carlow","Number","18575"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","02","Dublin","Number","337032"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","03","Kildare","Number","63042"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","04","Kilkenny","Number","28375"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","05","Laois","Number","22635"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","06","Longford","Number","12457"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","07","Louth","Number","35515"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","08","Meath","Number","56376"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","09","Offaly","Number","23912"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","10","Westmeath","Number","27010"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","11","Wexford","Number","45277"
"ROA25","Current Driving Licences","2016","2016","1","Male","05","Full","12","Wicklow","Number","42566"
